MPAnoIso,Signal Peptide (PredSi),Signal Peptide (SignalP),Signal Peptide (Phobius),SPC,cirfessScore,Topology
Q8WWB5,No,No,No,0,0,No
Q8WWB7,Yes,Yes,Yes,3,14,No
Q8WWC4,Yes,No,No,0,0,No
Q8WWF1,Yes,Yes,Yes,0,0,No
Q8WWF3,Yes,No,No,2,0,No
Q8WWF5,No,No,No,2,34,No
Q8WWF6,No,No,No,0,0,No
Q8WWF8,No,No,No,0,0,No
Q8WWG1,No,No,No,3,12,Yes
Q8WWG9,No,No,No,3,14,Yes
Q8WWH4,No,No,No,0,18,No
Q8WWH5,Yes,No,No,0,0,No
Q8WWI1,No,No,No,0,90,No
Q8WWI5,Yes,No,No,4,0,No
Q8WWK9,No,No,No,0,0,No
Q8WWL2,No,No,No,1,0,No
Q8WWL7,No,No,No,0,0,No
Q8WWM1,No,No,No,0,0,No
Q8WWM7,No,No,No,0,0,No
Q8WWM9,No,No,No,0,0,No
Q8WWN8,No,No,No,0,0,No
Q8WWN9,No,No,No,0,0,No
Q8WWP7,No,No,No,1,6,No
Q8WWQ0,No,No,No,0,0,No
Q8WWQ2,Yes,Yes,Yes,0,26,No
Q8WWQ8,Yes,Yes,Yes,4,275,Yes
Q8WWR8,No,No,No,0,0,No
Q8WWR9,No,No,No,0,0,No
Q8WWT9,Yes,No,Yes,3,1,Yes
Q8WWU5,No,No,No,1,21,No
Q8WWU7,Yes,Yes,Yes,0,24,No
Q8WWV3,No,No,No,0,0,No
Q8WWV6,Yes,Yes,Yes,3,14,Yes
Q8WWW0,No,No,No,0,0,No
Q8WWW8,No,No,No,0,0,No
Q8WWX0,No,No,No,0,4,No
Q8WWX8,Yes,No,No,2,16,Yes
Q8WWX9,Yes,Yes,Yes,0,6,No
Q8WWY3,No,No,No,0,0,No
Q8WWY6,No,No,No,0,0,No
Q8WWY7,Yes,Yes,Yes,0,0,No
Q8WWY8,Yes,Yes,Yes,0,24,No
Q8WWZ1,No,No,No,0,0,No
Q8WWZ3,No,No,No,0,0,No
Q8WWZ4,No,No,No,3,33,No
Q8WWZ7,Yes,No,No,2,67,No
Q8WWZ8,Yes,Yes,Yes,0,31,No
Q8WX39,Yes,Yes,Yes,0,18,No
Q8WX77,Yes,Yes,Yes,0,12,No
Q8WX92,No,No,No,0,0,No
Q8WX93,No,No,No,0,0,No
Q8WX94,No,No,No,0,0,No
Q8WXA2,Yes,Yes,Yes,0,0,No
Q8WXA3,No,No,No,0,0,No
Q8WXA8,Yes,Yes,Yes,3,15,Yes
Q8WXA9,Yes,No,No,0,0,No
Q8WXB1,No,No,No,0,0,No
Q8WXB4,No,No,No,0,0,No
Q8WXC3,No,No,No,0,0,No
Q8WXC6,No,No,No,0,0,No
Q8WXD0,No,No,No,2,60,Yes
Q8WXD2,Yes,Yes,Yes,0,18,No
Q8WXD5,No,No,No,0,0,No
Q8WXD9,No,No,No,0,0,No
Q8WXE0,No,No,No,0,0,No
Q8WXE1,No,No,No,0,0,No
Q8WXE9,No,No,No,0,35,No
Q8WXF0,No,No,No,0,0,No
Q8WXF1,No,No,No,0,0,No
Q8WXF3,Yes,Yes,Yes,0,0,No
Q8WXF5,No,No,No,0,0,No
Q8WXF7,No,No,No,1,0,No
Q8WXF8,No,No,No,0,0,No
Q8WXG1,No,No,Yes,0,0,No
Q8WXG6,No,No,No,0,32,No
Q8WXG8,No,No,No,0,0,No
Q8WXG9,Yes,N/A,Yes,3,816,Yes
Q8WXH0,No,N/A,No,1,340,No
Q8WXH2,No,No,No,1,34,No
Q8WXH4,No,No,No,0,0,No
Q8WXH5,No,No,No,0,0,No
Q8WXH6,No,No,No,0,0,No
Q8WXI2,No,No,No,0,0,No
Q8WXI3,Yes,No,No,0,0,No
Q8WXI4,No,No,No,0,0,No
Q8WXI7,No,N/A,No,3,802,Yes
Q8WXI8,Yes,No,No,2,0,Yes
Q8WXI9,No,No,No,0,0,No
Q8WXJ9,No,No,No,0,0,No
Q8WXK1,No,No,No,0,0,No
Q8WXK3,No,No,No,0,0,No
Q8WXK4,No,No,No,0,0,No
Q8WXQ3,No,No,No,0,0,No
Q8WXQ8,Yes,No,No,0,0,No
Q8WXR4,No,No,No,0,0,No
Q8WXS3,No,No,No,0,0,No
Q8WXS4,Yes,No,No,3,8,No
Q8WXS5,Yes,No,No,3,8,No
Q8WXS8,Yes,Yes,Yes,0,41,No
Q8WXT5,No,No,No,0,0,No
Q8WXU2,No,No,No,0,0,No
Q8WXW3,No,No,No,0,0,No
Q8WXX0,No,No,No,0,0,No
Q8WXX5,No,No,No,0,0,No
Q8WXX7,No,No,No,0,0,No
Q8WY07,Yes,No,No,3,4,Yes
Q8WY21,Yes,Yes,Yes,3,104,No
Q8WY22,Yes,Yes,Yes,2,8,No
Q8WY36,No,No,No,0,0,No
Q8WY41,No,No,No,0,0,No
Q8WY50,No,No,No,0,0,No
Q8WY54,No,No,No,0,0,No
Q8WY64,No,No,No,0,0,No
Q8WY91,No,No,No,0,0,No
Q8WY98,Yes,Yes,Yes,2,2,No
Q8WYA0,No,No,No,0,0,No
Q8WYA1,No,No,No,0,0,No
Q8WYA6,No,No,No,0,0,No
Q8WYB5,No,No,No,0,0,No
Q8WYH8,No,No,No,0,0,No
Q8WYJ6,No,No,No,0,0,No
Q8WYK0,No,No,No,0,0,No
Q8WYK1,Yes,Yes,Yes,3,158,Yes
Q8WYK2,No,No,No,0,0,No
Q8WYL5,No,No,No,1,0,No
Q8WYN0,No,No,No,0,0,No
Q8WYN3,No,No,No,0,0,No
Q8WYP3,No,No,No,0,0,No
Q8WYP5,No,No,No,0,0,No
Q8WYQ3,No,No,No,0,0,No
Q8WYQ4,No,No,Yes,0,12,No
Q8WYQ5,No,No,No,0,0,No
Q8WYQ9,No,No,No,0,0,No
Q8WYR1,No,No,No,0,0,No
Q8WYR4,No,No,No,0,0,No
Q8WZ04,No,No,No,1,0,No
Q8WZ19,No,No,No,0,0,No
Q8WZ26,No,No,No,0,0,No
Q8WZ33,No,No,Yes,0,6,No
Q8WZ42,No,N/A,No,0,0,No
Q8WZ55,Yes,No,No,2,3,Yes
Q8WZ59,Yes,Yes,Yes,2,18,Yes
Q8WZ60,No,No,No,0,0,No
Q8WZ64,No,No,No,0,0,No
Q8WZ69,No,No,No,0,0,No
Q8WZ71,Yes,Yes,Yes,2,12,No
Q8WZ73,No,No,No,0,0,No
Q8WZ74,No,No,No,0,0,No
Q8WZ75,Yes,Yes,Yes,1,7,No
Q8WZ79,Yes,Yes,Yes,0,72,No
Q8WZ82,No,No,No,0,0,No
Q8WZ84,Yes,No,No,2,0,Yes
Q8WZ92,No,No,No,3,24,Yes
Q8WZ94,Yes,No,No,3,20,Yes
Q8WZA0,No,No,No,0,0,No
Q8WZA1,No,No,No,1,18,No
Q8WZA2,No,No,No,0,25,No
Q8WZA6,Yes,No,No,2,10,Yes
Q8WZA8,No,No,No,0,0,No
Q8WZA9,No,No,No,0,0,No
Q8WZB0,No,No,No,0,0,No
Q902F8,No,No,No,2,54,Yes
Q902F9,No,No,No,2,50,Yes
Q91UZ4,No,No,No,0,0,No
Q91UZ5,No,No,No,0,0,No
Q91V01,No,No,No,0,12,No
Q91V04,No,Yes,No,0,2,No
Q91V08,No,Yes,No,0,42,Yes
Q91V09,No,No,No,0,0,No
Q91V10,No,No,No,0,0,No
Q91V12,No,No,No,0,0,No
Q91V13,Yes,Yes,Yes,0,0,No
Q91V14,No,No,Yes,0,114,Yes
Q91V16,No,No,No,0,0,No
Q91V17,No,No,No,0,0,No
Q91V24,No,Yes,No,0,43,Yes
Q91V26,No,No,No,0,0,No
Q91V27,No,No,No,0,0,No
Q91V33,No,No,No,0,0,No
Q91V36,No,No,No,0,0,No
Q91V37,No,Yes,No,0,0,No
Q91V41,No,No,No,0,0,No
Q91V45,No,Yes,No,0,0,Yes
Q91V51,No,No,No,0,0,No
Q91V57,No,No,No,0,0,No
Q91V61,No,No,No,0,0,No
Q91V64,No,No,No,0,6,No
Q91V70,Yes,Yes,Yes,0,0,No
Q91V76,No,No,No,0,0,No
Q91V79,No,Yes,No,0,0,No
Q91V80,Yes,Yes,Yes,0,15,No
Q91V81,No,No,No,0,0,No
Q91V82,Yes,Yes,Yes,0,0,No
Q91V83,No,No,No,0,0,No
Q91V87,Yes,Yes,Yes,0,46,Yes
Q91V88,Yes,Yes,Yes,0,24,No
Q91V92,No,No,No,0,0,No
Q91V93,No,No,No,0,0,No
Q91V95,Yes,Yes,Yes,0,39,Yes
Q91V98,Yes,Yes,Yes,0,6,Yes
Q91VA0,No,No,No,0,0,No
Q91VA1,No,Yes,No,0,46,Yes
Q91VA3,No,No,No,0,0,No
Q91VA6,No,No,No,0,0,No
Q91VB2,No,No,No,0,0,No
Q91VB4,No,No,No,0,0,No
Q91VC0,No,No,No,0,0,No
Q91VC3,No,No,No,0,0,No
Q91VC4,No,Yes,No,0,38,Yes
Q91VC7,No,No,No,0,0,No
Q91VC9,No,No,No,0,0,No
Q91VD1,No,No,No,0,0,No
Q91VD6,Yes,Yes,Yes,0,0,No
Q91VD9,No,No,No,0,0,No
Q91VE0,No,Yes,Yes,0,64,No
Q91VE3,Yes,Yes,Yes,0,8,No
Q91VE6,No,No,No,0,0,No
Q91VF2,No,No,No,0,0,No
Q91VF5,Yes,Yes,Yes,0,18,No
Q91VF6,Yes,Yes,Yes,0,36,No
Q91VH1,No,No,No,0,0,Yes
Q91VH2,No,No,No,0,0,No
Q91VH6,No,No,No,0,0,No
Q91VI7,No,No,No,0,0,No
Q91VJ1,No,No,No,0,0,No
Q91VJ2,No,No,No,0,0,No
Q91VJ4,No,No,No,0,0,No
Q91VJ5,No,No,No,0,0,No
Q91VK1,No,No,No,0,0,No
Q91VK4,No,No,No,0,12,No
Q91VL8,No,No,No,0,0,No
Q91VL9,No,No,No,0,0,No
Q91VM3,No,No,No,0,0,No
Q91VM4,No,No,No,0,0,No
Q91VM5,No,No,No,0,0,No
Q91VM9,No,Yes,Yes,0,6,No
Q91VN0,Yes,Yes,Yes,0,118,Yes
Q91VN1,No,No,No,0,0,No
Q91VN2,No,No,No,0,0,No
Q91VN4,No,No,No,0,0,No
Q91VN6,No,No,No,0,0,No
Q91VP7,No,No,Yes,0,0,No
Q91VR2,No,No,Yes,0,20,No
Q91VR5,No,No,No,0,0,No
Q91VR7,No,No,No,0,0,No
Q91VR8,No,No,No,0,0,No
Q91VS7,No,No,No,0,15,No
Q91VS8,No,No,No,0,0,No
Q91VT1,No,No,No,0,0,No
Q91VT4,No,No,No,0,0,No
Q91VT8,No,No,No,0,0,No
Q91VU0,No,Yes,Yes,0,32,No
Q91VU1,No,No,No,0,10,No
Q91VU6,No,No,No,0,0,No
Q91VU7,No,No,No,0,0,No
Q91VU8,No,No,No,0,0,No
Q91VV4,No,No,No,0,0,No
Q91VW3,No,No,No,0,0,No
Q91VW5,No,No,No,0,0,No
Q91VW9,No,No,No,0,0,No
Q91VX2,No,No,No,0,0,No
Q91VX5,Yes,No,Yes,0,21,No
Q91VX9,No,No,No,0,24,No
Q91VY5,No,No,No,0,0,No
Q91VY6,No,No,No,0,0,No
Q91VY9,No,No,No,0,0,No
Q91VZ6,No,No,No,0,0,No
Q91W10,Yes,Yes,Yes,0,20,Yes
Q91W18,No,No,No,0,0,No
Q91W20,Yes,Yes,Yes,0,24,Yes
Q91W27,Yes,Yes,Yes,0,0,No
Q91W29,No,No,No,0,0,No
Q91W34,No,No,No,0,0,No
Q91W36,No,No,No,0,0,No
Q91W39,No,No,No,0,0,No
Q91W40,No,No,No,0,0,No
Q91W43,No,No,No,0,0,No
Q91W45,No,No,No,0,0,No
Q91W50,No,No,No,0,0,No
Q91W52,No,Yes,No,0,7,No
Q91W53,No,No,No,0,0,No
Q91W59,No,No,No,0,0,No
Q91W61,No,No,No,0,0,No
Q91W63,No,No,Yes,0,4,No
Q91W64,Yes,Yes,Yes,0,34,No
Q91W67,No,No,No,0,0,No
Q91W69,No,No,No,0,0,No
Q91W78,No,No,No,0,0,No
Q91W82,No,No,No,0,0,No
Q91W86,No,No,No,0,0,No
Q91W89,No,No,No,0,0,No
Q91W90,Yes,Yes,Yes,0,5,No
Q91W92,No,No,No,0,0,No
Q91W96,No,No,No,0,0,No
Q91W97,No,No,No,0,0,No
Q91W98,No,No,No,0,19,No
Q91WA1,No,No,No,0,0,No
Q91WA3,No,No,No,0,0,No
Q91WA4,No,No,No,0,0,No
Q91WA6,No,Yes,No,0,0,No
Q91WB2,No,No,No,0,0,Yes
Q91WB4,No,No,No,0,0,No
Q91WB7,No,No,No,0,0,No
Q91WC0,No,No,No,0,0,No
Q91WC1,No,No,No,0,0,No
Q91WC3,No,Yes,No,0,22,No
Q91WC7,No,Yes,No,0,26,No
Q91WC9,No,No,No,0,10,Yes
Q91WD0,No,Yes,No,0,54,No
Q91WD1,No,No,No,0,0,No
Q91WD2,No,No,No,0,10,Yes
Q91WD4,No,No,No,0,0,No
Q91WD5,No,No,No,0,0,No
Q91WD7,No,No,No,0,0,No
Q91WD9,No,No,No,0,0,No
Q91WE1,No,No,No,0,0,No
Q91WE2,No,No,No,0,0,No
Q91WE3,No,Yes,No,0,0,No
Q91WE4,No,No,No,0,0,No
Q91WE6,No,No,No,0,0,No
Q91WE9,No,Yes,No,0,0,No
Q91WF3,No,Yes,No,0,0,Yes
Q91WF7,No,No,No,0,70,No
Q91WG0,Yes,Yes,Yes,0,12,No
Q91WG1,No,No,No,0,5,No
Q91WG2,No,No,No,0,0,No
Q91WG3,No,No,No,0,0,No
Q91WG4,No,No,No,0,0,No
Q91WG5,No,No,No,0,0,No
Q91WG7,No,No,No,0,0,No
Q91WG8,No,No,No,0,0,No
Q91WI7,No,No,No,0,0,No
Q91WJ0,No,No,No,0,0,No
Q91WJ7,No,No,No,0,0,No
Q91WJ8,No,No,No,0,0,No
Q91WK0,No,No,No,0,0,No
Q91WK1,No,No,No,0,0,No
Q91WK2,No,No,No,0,0,No
Q91WK5,No,No,No,0,0,No
Q91WK7,No,No,No,0,0,No
Q91WL0,No,No,No,0,0,No
Q91WL5,No,Yes,Yes,0,12,No
Q91WL6,No,No,No,0,0,No
Q91WL8,No,No,No,0,0,No
Q91WM1,No,No,No,0,0,No
Q91WM2,No,No,No,0,0,No
Q91WM3,No,No,No,0,0,No
Q91WM6,No,Yes,No,0,0,No
Q91WN1,No,No,No,0,0,No
Q91WN2,Yes,Yes,Yes,0,4,Yes
Q91WN3,No,Yes,No,0,0,Yes
Q91WN4,No,No,No,0,32,No
Q91WP0,Yes,Yes,Yes,0,33,No
Q91WP6,Yes,Yes,Yes,0,18,No
Q91WQ3,No,No,No,0,0,No
Q91WQ5,No,No,No,0,0,No
Q91WQ9,No,No,No,0,0,No
Q91WR3,No,No,No,0,0,No
Q91WR5,No,No,No,0,0,No
Q91WR6,Yes,Yes,Yes,0,24,Yes
Q91WR8,Yes,Yes,Yes,0,11,No
Q91WS0,No,No,No,0,0,No
Q91WS2,No,No,No,0,6,No
Q91WS4,No,No,No,0,0,No
Q91WS7,No,No,No,0,0,No
Q91WT4,No,No,No,0,0,No
Q91WT8,No,No,No,0,0,No
Q91WT9,No,No,No,0,0,No
Q91WU0,Yes,Yes,Yes,0,26,No
Q91WU2,No,No,No,0,20,No
Q91WU4,No,No,No,0,6,No
Q91WU5,No,No,No,0,0,No
Q91WU6,No,Yes,No,0,0,No
Q91WV0,No,No,No,0,0,No
Q91WV7,No,No,No,0,84,Yes
Q91WW1,Yes,Yes,Yes,0,0,No
Q91WW2,No,No,No,0,8,Yes
Q91WW3,No,No,No,0,4,Yes
Q91WW4,No,No,No,0,6,Yes
Q91WW5,No,Yes,No,0,8,Yes
Q91WW7,No,No,Yes,0,18,No
Q91WZ8,No,No,No,0,0,No
Q91X05,No,No,No,0,12,Yes
Q91X17,Yes,Yes,Yes,0,32,No
Q91X20,No,No,No,0,0,No
Q91X21,No,Yes,Yes,0,18,Yes
Q91X34,No,No,No,0,0,No
Q91X43,No,No,No,0,0,No
Q91X44,No,No,No,0,0,No
Q91X45,No,No,No,0,0,No
Q91X46,No,No,No,0,0,No
Q91X49,No,Yes,No,0,0,No
Q91X51,No,No,No,0,0,No
Q91X52,No,No,No,0,0,No
Q91X56,No,No,No,0,6,Yes
Q91X58,No,No,No,0,0,No
Q91X60,Yes,Yes,Yes,0,34,Yes
Q91X72,Yes,Yes,Yes,0,60,No
Q91X77,Yes,Yes,Yes,0,18,No
Q91X78,No,Yes,Yes,0,12,No
Q91X79,Yes,Yes,Yes,0,29,No
Q91X83,No,No,No,0,0,No
Q91X84,No,No,No,0,0,No
Q91X85,No,No,No,0,0,No
Q91X86,No,Yes,No,0,0,Yes
Q91X88,No,No,No,0,18,No
Q91X91,No,Yes,No,0,0,No
Q91X96,No,No,No,0,0,No
Q91X97,No,No,No,0,0,No
Q91XA2,No,Yes,Yes,0,52,No
Q91XA5,No,No,No,0,0,No
Q91XA8,No,No,No,0,0,No
Q91XA9,Yes,Yes,Yes,0,2,No
Q91XB0,No,No,No,0,22,No
Q91XB7,No,No,No,0,0,No
Q91XC0,No,No,No,0,0,No
Q91XC8,No,No,No,0,0,No
Q91XC9,No,No,No,0,0,No
Q91XD2,No,No,No,0,0,No
Q91XD3,No,No,No,0,12,Yes
Q91XD4,No,No,No,0,0,No
Q91XD6,No,No,No,0,0,No
Q91XD7,Yes,Yes,Yes,0,8,Yes
Q91XD8,No,No,No,0,0,No
Q91XE0,No,No,No,0,0,No
Q91XE4,No,No,No,0,0,No
Q91XE7,No,Yes,No,0,10,No
Q91XE8,No,Yes,No,0,0,No
Q91XE9,No,No,No,0,12,No
Q91XF0,No,No,No,0,0,No
Q91XF4,Yes,Yes,Yes,0,8,No
Q91XI1,No,No,No,0,0,No
Q91XJ0,No,No,No,0,0,No
Q91XJ1,No,No,No,0,0,No
Q91XL2,No,No,No,0,0,No
Q91XL3,No,Yes,Yes,0,14,No
Q91XL9,No,No,No,0,0,No
Q91XM9,No,No,No,0,0,No
Q91XN4,Yes,No,No,0,10,Yes
Q91XP5,No,No,No,0,6,Yes
Q91XQ0,No,No,No,0,0,No
Q91XQ2,No,No,No,0,0,No
Q91XQ4,No,No,No,0,0,No
Q91XQ5,No,No,No,0,46,No
Q91XQ6,No,Yes,No,0,10,No
Q91XS1,No,No,No,0,0,No
Q91XS8,No,No,No,0,0,No
Q91XT4,No,No,No,0,0,No
Q91XT5,No,No,No,0,0,No
Q91XT6,No,No,No,0,0,No
Q91XT9,No,Yes,No,0,80,No
Q91XU0,No,No,No,0,0,No
Q91XU1,No,No,No,0,0,No
Q91XU3,No,No,No,0,0,No
Q91XU7,Yes,Yes,Yes,0,80,Yes
Q91XU8,No,No,No,0,6,No
Q91XV3,No,No,No,0,0,No
Q91XV6,Yes,Yes,Yes,0,0,Yes
Q91XV7,Yes,Yes,Yes,0,20,No
Q91XW8,No,No,No,0,3,No
Q91XY4,Yes,Yes,Yes,0,6,Yes
Q91XZ2,Yes,Yes,Yes,0,36,Yes
Q91XZ4,Yes,Yes,Yes,0,34,Yes
Q91Y02,Yes,Yes,Yes,0,46,No
Q91Y11,No,Yes,No,0,58,Yes
Q91Y13,Yes,Yes,Yes,0,36,Yes
Q91Y20,Yes,Yes,Yes,0,15,Yes
Q91Y44,No,No,No,0,0,No
Q91Y47,Yes,No,Yes,0,62,No
Q91Y53,No,No,No,0,0,No
Q91Y55,Yes,Yes,Yes,0,0,Yes
Q91Y57,Yes,Yes,Yes,0,60,Yes
Q91Y63,No,Yes,Yes,0,2,Yes
Q91Y74,No,Yes,Yes,0,38,No
Q91Y77,No,No,No,0,18,Yes
Q91Y78,No,No,No,0,0,No
Q91Y80,No,No,No,0,0,No
Q91Y81,No,No,No,0,0,No
Q91Y86,No,No,No,0,0,No
Q91Y94,No,No,No,0,0,No
Q91Y97,No,No,No,0,0,No
Q91YA2,No,No,No,0,10,No
Q91YD1,No,Yes,No,0,0,Yes
Q91YD3,No,No,No,0,0,No
Q91YD4,No,No,No,0,80,Yes
Q91YD6,No,No,No,0,0,No
Q91YD9,No,No,No,0,0,No
Q91YE2,No,No,No,0,0,No
Q91YE3,No,No,No,0,0,No
Q91YE5,No,No,No,0,0,No
Q91YE6,No,No,Yes,0,21,No
Q91YE7,No,No,No,0,0,No
Q91YE8,No,No,No,0,0,No
Q91YE9,No,No,No,0,0,No
Q91YH5,No,No,No,0,22,No
Q91YI0,No,No,No,0,0,No
Q91YI1,No,No,No,0,0,No
Q91YI4,No,No,No,0,0,No
Q91YI6,No,No,No,0,0,No
Q91YJ2,No,No,No,0,0,No
Q91YJ3,No,No,No,0,0,No
Q91YJ5,No,No,No,0,0,No
Q91YK0,No,No,No,0,0,No
Q91YK2,No,No,No,0,0,No
Q91YK8,Yes,Yes,Yes,0,28,No
Q91YL2,No,No,No,0,0,No
Q91YL3,No,No,No,0,0,No
Q91YL7,No,No,No,0,0,No
Q91YM2,No,No,No,0,56,No
Q91YM4,No,No,No,0,0,No
Q91YN0,No,No,No,0,0,No
Q91YN1,No,No,No,0,12,No
Q91YN5,No,No,No,0,0,No
Q91YN9,No,No,No,0,0,No
Q91YP0,No,No,No,0,0,No
Q91YP1,No,No,No,0,0,No
Q91YP2,No,No,Yes,0,20,No
Q91YP3,No,No,No,0,0,No
Q91YP6,No,No,No,0,0,No
Q91YQ1,No,No,No,0,0,No
Q91YQ3,No,No,No,0,0,No
Q91YQ5,Yes,Yes,Yes,0,32,No
Q91YQ7,No,No,No,0,0,No
Q91YR1,No,No,No,0,0,No
Q91YR5,No,No,No,0,0,No
Q91YR7,No,No,Yes,0,29,No
Q91YR9,No,No,No,0,0,No
Q91YS8,No,No,No,0,0,No
Q91YT0,No,No,No,0,0,No
Q91YT2,No,No,No,0,4,No
Q91YT7,No,No,No,0,0,No
Q91YT8,No,No,No,0,30,No
Q91YU3,No,No,No,0,0,No
Q91YU6,No,No,No,0,0,No
Q91YU8,No,No,No,0,0,No
Q91YV9,No,Yes,No,0,7,No
Q91YW3,Yes,No,No,0,0,No
Q91YX0,No,No,No,0,0,No
Q91YX5,No,No,No,0,0,No
Q91YY2,No,No,Yes,0,38,No
Q91YY4,No,No,No,0,0,No
Q91YY5,No,Yes,No,0,17,Yes
Q91Z22,Yes,Yes,Yes,0,20,Yes
Q91Z31,No,No,No,0,0,No
Q91Z38,No,No,No,0,0,No
Q91Z46,No,Yes,No,0,0,No
Q91Z49,No,No,No,0,0,No
Q91Z53,No,No,Yes,0,9,No
Q91Z58,No,No,No,0,0,No
Q91Z61,No,No,No,0,0,No
Q91Z62,No,No,No,0,0,No
Q91Z63,No,No,No,0,0,No
Q91Z67,No,No,No,0,0,No
Q91Z69,No,No,No,0,0,No
Q91Z79,No,No,No,0,0,No
Q91Z80,No,No,No,0,0,No
Q91Z83,No,No,No,0,0,No
Q91Z84,Yes,Yes,Yes,0,5,No
Q91Z92,No,Yes,Yes,0,12,No
Q91Z96,No,No,Yes,0,78,No
Q91Z98,Yes,Yes,Yes,0,0,No
Q91ZA3,No,No,No,0,0,No
Q91ZA6,No,No,No,0,0,No
Q91ZA8,No,No,No,0,0,No
Q91ZB0,No,No,No,0,0,No
Q91ZB5,No,Yes,No,0,10,Yes
Q91ZB7,No,No,No,0,7,Yes
Q91ZB8,No,Yes,No,0,6,Yes
Q91ZB9,No,No,No,0,6,Yes
Q91ZC0,No,No,No,0,10,Yes
Q91ZC1,No,No,No,0,0,Yes
Q91ZC4,No,No,No,0,18,Yes
Q91ZC5,No,No,No,0,0,Yes
Q91ZC6,No,No,No,0,0,Yes
Q91ZC7,No,No,No,0,0,Yes
Q91ZD1,No,No,No,0,0,No
Q91ZD4,No,No,No,0,0,Yes
Q91ZD6,No,No,No,0,0,No
Q91ZE0,No,No,No,0,0,No
Q91ZE5,Yes,Yes,No,0,76,Yes
Q91ZE9,No,No,No,0,0,No
Q91ZF0,No,No,No,0,0,No
Q91ZF1,No,No,No,0,6,Yes
Q91ZF2,Yes,Yes,Yes,0,9,No
Q91ZF7,No,No,No,0,0,No
Q91ZG2,No,Yes,Yes,0,11,No
Q91ZH7,No,Yes,No,0,7,No
Q91ZI0,Yes,Yes,Yes,0,186,Yes
Q91ZI8,No,Yes,No,0,0,Yes
Q91ZJ0,No,No,No,0,0,No
Q91ZJ5,No,No,No,0,0,No
Q91ZJ9,No,Yes,No,0,0,No
Q91ZK0,No,No,No,0,0,No
Q91ZK4,No,No,No,0,0,No
Q91ZM2,No,No,No,0,0,No
Q91ZM8,No,No,No,0,0,Yes
Q91ZM9,No,No,No,0,0,No
Q91ZN1,No,No,No,0,0,No
Q91ZN5,Yes,Yes,Yes,0,0,No
Q91ZN7,No,No,No,0,0,No
Q91ZP3,No,No,No,0,0,No
Q91ZP6,No,No,No,0,0,Yes
Q91ZP9,No,No,No,0,0,No
Q91ZQ0,No,No,No,0,0,Yes
Q91ZQ1,No,No,No,0,36,No
Q91ZQ5,No,No,No,0,0,No
Q91ZR1,No,No,No,0,0,No
Q91ZR2,No,No,No,0,0,No
Q91ZR3,No,No,No,0,0,No
Q91ZR4,No,No,No,0,0,No
Q91ZR5,No,No,No,0,4,Yes
Q91ZR7,No,Yes,No,0,0,No
Q91ZS3,Yes,Yes,Yes,0,36,No
Q91ZS8,No,No,No,0,0,No
Q91ZT1,Yes,Yes,Yes,0,142,Yes
Q91ZT5,No,No,No,0,0,No
Q91ZT7,No,No,No,0,0,No
Q91ZT8,No,No,No,0,0,No
Q91ZT9,No,No,No,0,0,No
Q91ZU0,No,No,No,0,0,No
Q91ZU1,No,No,No,0,0,No
Q91ZU6,No,No,No,0,0,No
Q91ZU9,Yes,Yes,Yes,0,48,Yes
Q91ZV0,Yes,Yes,Yes,0,42,No
Q91ZV2,Yes,Yes,No,0,66,Yes
Q91ZV3,Yes,Yes,No,0,52,Yes
Q91ZV4,No,Yes,No,0,18,No
Q91ZV7,Yes,Yes,Yes,0,56,Yes
Q91ZV8,Yes,Yes,Yes,0,124,Yes
Q91ZW1,No,No,No,0,0,No
Q91ZW2,Yes,Yes,Yes,0,23,No
Q91ZW3,No,No,No,0,0,No
Q91ZW6,No,No,No,0,0,No
Q91ZW7,No,Yes,No,0,0,Yes
Q91ZW8,No,No,No,0,32,Yes
Q91ZW9,No,No,No,0,0,No
Q91ZX1,No,No,No,0,0,Yes
Q91ZX6,No,No,Yes,0,13,No
Q91ZX7,Yes,Yes,Yes,0,792,Yes
Q91ZY1,No,Yes,No,0,10,Yes
Q91ZY2,No,No,No,0,16,Yes
Q91ZY6,No,No,No,0,0,No
Q91ZY8,No,No,No,0,0,No
Q91ZZ3,No,No,No,0,0,No
Q91ZZ5,Yes,No,Yes,0,84,Yes
Q920A0,Yes,Yes,Yes,0,11,No
Q920A1,No,Yes,No,0,10,Yes
Q920A5,Yes,Yes,Yes,0,14,No
Q920A6,Yes,Yes,Yes,0,34,No
Q920A7,No,No,No,0,0,No
Q920A9,Yes,Yes,Yes,0,0,No
Q920B0,No,No,No,0,0,No
Q920B6,No,No,No,0,12,No
Q920B9,No,No,No,0,0,No
Q920C1,Yes,No,Yes,0,24,No
Q920C4,No,Yes,No,0,2,Yes
Q920D2,No,No,No,0,0,No
Q920D3,No,No,No,0,0,No
Q920D5,No,No,No,0,0,No
Q920D7,Yes,Yes,Yes,0,0,No
Q920E0,Yes,No,Yes,0,10,Yes
Q920E1,Yes,No,Yes,0,10,Yes
Q920E3,No,No,No,0,104,Yes
Q920E5,No,No,No,0,0,No
Q920F3,No,No,No,0,0,No
Q920F5,No,No,No,0,0,No
Q920F6,No,No,No,0,0,No
Q920G0,No,No,No,0,0,No
Q920G2,No,No,No,0,0,No
Q920G3,Yes,Yes,Yes,0,54,Yes
Q920G8,No,No,No,0,0,No
